youtube ID, start seconds, train/test split
5kPVERHWpVI,23,Train
5kRCajShZwg,20,Train
5kUT-NvFTZY,490,Train
5kZAPNtv4X8,30,Train
5kblkg0QDzo,14,Train
5kfIDwM31l0,330,Train
5ke9klqfiAk,90,Train
5klckcM9vxE,290,Train
5koOuSwqY1s,1,Train
5kmKhgmT3SE,50,Train
5kzHSZIhArw,163,Train
5l-4iKo8mSo,25,Train
5l0RgN0rQcQ,23,Train
5lLZXLW5knw,4,Train
5lLZXLW5knw,14,Train
5lV59hZgwRM,9,Train
5ltwRoYITqY,30,Train
5ls14AcRtCA,182,Train
5m3veItYx6U,143,Train
5m7dAEgdqq8,52,Train
5m6t3TbD1vg,160,Train
5mJ7_05tlhs,5,Train
5mSmtv4bGiQ,13,Train
5mJXndD2rjQ,23,Train
5miYjd6zC1Y,39,Train
5mFNJUr3F6k,266,Train
5miYjd6zC1Y,101,Train
5n-Nr3j9vvo,22,Train
5n42kFAt7w8,7,Train
5nAvo9b2_SY,20,Train
5nGZKTStb_Q,11,Train
5nHIYW2DuVE,0,Train
5nksXG54qPk,12,Train
5nlqa5lp95A,80,Train
5noDRUyjf-I,2,Train
5nubKK_-Ko8,30,Train
5npO2f5CdaA,20,Train
5o-YgEJgKvk,21,Train
5o-s547x2e8,90,Train
5o5XSPv9N1U,32,Train
5oCorN0ARBM,0,Train
5o5XSPv9N1U,19,Train
5oLW0epzQ2c,2,Train
5oY9-wTnsL8,320,Train
5oVOiR69Pz0,30,Train
5ksylsdLXIU,41,Train
5otmyiCRQZw,49,Train
5p61xtcXv20,14,Train
5pMoDgOaPE0,31,Train
5pPoU6wYV08,30,Train
5pRZonQfrcM,59,Train
5pncSb7fxEQ,30,Train
5p_NW5da4PI,361,Train
5pqC59i89CQ,28,Train
5qLner5mtSY,15,Train
5qH7mJVFN9c,50,Train
5qZi7mEotME,214,Train
5r1zW38AWvs,19,Train
5r1zW38AWvs,57,Train
5r5d6tkjzg8,50,Train
5rBnEVbZitQ,50,Train
5qM-GT9g1HU,50,Train
5nksXG54qPk,48,Train
5rHwCZiz7ZM,0,Train
5rP9Z4jEq6s,24,Train
5nJ7YfBXz40,121,Train
5r_OafD7qCU,169,Train
5rYrSOks7tY,290,Train
5riWa9_e0wo,20,Train
5rkgI9QotFE,59,Train
5rhkV2qggGc,123,Train
5s3l7RJKyr4,6,Train
5sAeoy_rmAg,540,Train
5sO9PyhRaPs,0,Train
5sO9PyhRaPs,11,Train
5sSPaiTjXEw,30,Train
5sWi_IE-nAs,89,Train
5seNyvFJ_X4,470,Train
5sfs7IZ2RNI,11,Train
5sftCBWR6RI,17,Train
5sftCBWR6RI,75,Train
5su1M6NdG-I,60,Train
5pAL5p9PPQs,35,Train
5tM4bPM6E_w,70,Train
5tV8ROCYN-0,14,Train
5tc9Po5Bxbs,30,Train
5th6phRFv4Q,60,Train
5ti4Y_P7E4U,4,Train
5ti4Y_P7E4U,39,Train
5tyZirK3W_c,252,Train
5uB1vT_A_ZA,81,Train
5uB1vT_A_ZA,54,Train
5uB278MwLec,30,Train
5uRkBz98fCk,24,Train
5ugGB72qHO8,40,Train
5uS79z2zrkA,160,Train
5v2JM8Pfjhg,15,Train
5vzthSHI0-U,30,Train
5vYKwUn9JMY,90,Train
5vxUaaleoAQ,69,Train
5vyWjkuCncY,18,Train
5w6Lv6Cvvys,30,Train
5wSBsaL4t-4,50,Train
5wA0BIKE444,6,Train
5wScdWqlS0c,30,Train
5ww9Fjpvxy4,13,Train
5xEh7ez-ykI,100,Train
5xJdFysNSf4,110,Train
5xL4tRBwf-c,170,Train
5xKYPgCaSoI,20,Train
5xOhn5QpvdE,178,Train
5xPBq-obCAc,87,Train
5xPBq-obCAc,10,Train
5xacqofQ4Gk,0,Train
5xsxUFxg074,32,Train
5xsxUFxg074,62,Train
5yAnVjPDShU,29,Train
5yOKEY8zpDE,60,Train
5yWw__BvaPo,2,Train
5yPuU1le594,30,Train
5yrKiMPyPJA,296,Train
5yo90PoKOT8,50,Train
5ytK03T84Kc,30,Train
5ywmd6tb4bU,130,Train
5tyZiD0-8z4,320,Train
5yyjz_8nz-0,55,Train
5z4TexFkv6Y,5,Train
5zcli3eeFUM,126,Train
5zcli3eeFUM,143,Train
5zGmNZU7CXU,116,Train
5zlRUskgFEc,30,Train
5zsy8oH06c0,2,Train
5zrJdpyxHV4,24,Train
5zrJdpyxHV4,42,Train
6-46rnWPF3s,20,Train
6-bkxKtuMgE,230,Train
6-Tsf2VTb3I,191,Train
6-eB2bSzWg0,6,Train
6-eB2bSzWg0,24,Train
6-kqpEIW3_s,7,Train
6-tqMSNhbrs,2,Train
5wrcCwE2TBw,30,Train
6059rmDZdTU,10,Train
60AkV1YbZlU,6,Train
60Ft5mV-Cmw,20,Train
60EtqspRJ4g,8,Train
60jaJRwLGL8,278,Train
60atc7BHijI,45,Train
60mG5rW2MQ0,30,Train
60nK5wTP3Y8,50,Train
61-TmMwRIMA,41,Train
6141Z35sRrk,0,Train
60pqaJ5_Zo0,94,Train
618l7Pnb7S4,30,Train
618ltH6axU8,11,Train
61Kq5TThz7Q,53,Train
61Ky1dGEuHE,123,Train
61Ky1dGEuHE,97,Train
61Q5iwBCa3U,132,Train
61RqiDDzQRE,71,Train
61RqiDDzQRE,225,Train
61VibcmcuCk,70,Train
61e5ht_pXig,160,Train
61r9JX6rtqk,31,Train
625BY3SrQDo,89,Train
620fS0joKrc,76,Train
62Uj0eOnOBg,26,Train
62hqSl_hfEM,30,Train
62iQDkwrc10,4,Train
62py3LAungw,0,Train
633CbCEV_HM,62,Train
635mwrfwlyI,49,Train
6360Kx2kB0A,30,Train
636FI4Y1bEw,21,Train
639pWue7eEs,60,Train
63P-IeqrnZ8,42,Train
63P-IeqrnZ8,54,Train
63GTDlmz1Ag,30,Train
63QOaNji1QQ,30,Train
63Qy15I3QGE,30,Train
63Yp1mEiLwU,12,Train
63d-xLgHEU8,28,Train
63f0E2y828M,140,Train
63hbKYRfyd4,30,Train
63voARC_vL4,110,Train
64507_lC-tE,10,Train
649wP-CMiCA,15,Train
648AvNZJsYs,70,Train
64BqJkO4zD0,30,Train
64EWkeuyfkc,471,Train
64EWkeuyfkc,355,Train
64LwbC3xsV8,57,Train
64JEyUWpjY8,52,Train
64O_AD0WjhA,39,Train
64XaVbM-Tkc,11,Train
64b8Uyl8l_A,13,Train
64eXDlUgPoA,1,Train
64eXDlUgPoA,79,Train
64pWKt19ggc,110,Train
64ollREPrUw,132,Train
64sB5KWDeas,70,Train
64t8uVLVhtM,2,Train
657aIo6IKNc,140,Train
659mhmSPXWA,128,Train
65BwqKLsAOE,41,Train
65AzbQEMs-o,30,Train
65FF-pf7QK0,30,Train
659mhmSPXWA,276,Train
65N6WlqH038,118,Train
65OmvhrGyFM,200,Train
63d-xLgHEU8,16,Train
65Sfn7hxQxw,38,Train
65ea_hkzcnc,5,Train
65kyo7Gx6uI,30,Train
65lDklQ1S5A,130,Train
65momiptQa4,100,Train
65u3pwOEcBg,2,Train
65vCgp9aKGU,116,Train
65vl4gyE_dw,26,Train
65za-6ZM_-Q,30,Train
667WFscQgsg,30,Train
66QMBwjRqkc,36,Train
64eGJ_LStW8,30,Train
66Sl9ixB_5U,280,Train
66TpNYfAgjE,133,Train
66dOvUBhTJo,105,Train
66WE7nP9SJE,10,Train
66etpeFHTH0,14,Train
66h0PEq4EwU,20,Train
66yRB6cOFwc,20,Train
6729zAEZtqs,53,Train
6729zAEZtqs,140,Train
677ZDaYEQkc,30,Train
67GZuUxV27w,30,Train
67ILSthTiG0,0,Train
67bkRwSKiwM,51,Train
67hDkeQalow,30,Train
67uP2_5Pux0,36,Train
67kDloasdW8,60,Train
68JS0wMR3eU,30,Train
68LbBh_uP4k,199,Train
68QMC4wYnQQ,65,Train
68W7LCScWUQ,60,Train
68W7LCScWUQ,72,Train
68Wmq_Ruado,30,Train
68_o_B0C4pI,30,Train
68hapDEQEj0,480,Train
66w2tDoczPE,140,Train
68sN9SBpVGU,400,Train
69DwkdnNSSc,30,Train
69KBIFYiu7A,70,Train
69LRKxO-knc,30,Train
69MpiL9i2y0,22,Train
69bgfr4s4pw,20,Train
69gaY3dCWoI,50,Train
69z8c3SfTtk,30,Train
6A7MWH_l_aE,30,Train
6A9tDfvsZC0,30,Train
6A3P83hPSug,260,Train
6ADnw_yPvPI,490,Train
6AUEPiLZ-h8,120,Train
6AUmHzgU_Fc,0,Train
6AiC0CZYLe4,30,Train
6B3BPLqKOnQ,151,Train
6B4IVcCuIZE,81,Train
6BMCZPsuLQ4,30,Train
6BMN_8txY40,0,Train
6BNjib3ZiqM,295,Train
6BYlJtI3UVU,30,Train
6BlGk51vrbY,275,Train
6BlfcwkOOHo,30,Train
6BxMf10fgq0,30,Train
6CCwz77ReJw,30,Train
6CJYbXHGReg,0,Train
6CmqiGDOtmo,14,Train
6CntXldE1PY,4,Train
6Crk0tnUZPY,40,Train
6CPCndF5p9g,30,Train
6Cs9bNfdy_k,30,Train
6Cs9bNfdy_k,74,Train
6CxTkgWMHTk,1,Train
6D8iBZl3Io0,30,Train
6DU9ehkRDfQ,4,Train
6DVKHxVwclI,16,Train
6DgZH3Vn6Ns,64,Train
6DmjpbeSFFc,200,Train
6DpmQSY6H54,30,Train
6E0LhMYZg4o,30,Train
6E3yMI_UrXg,1,Train
6EAXozy2ie8,34,Train
6EBHSXGYe8I,1,Train
6EBgr7FlBKI,28,Train
6EHt6k0MCqU,30,Train
6EMNA1S6AdA,70,Train
6E_4u_WBnzE,21,Train
6EcmHiscsOc,287,Train
6EjIlSFtfU0,60,Train
6EluIL6Kbco,0,Train
6EwzeCnUg8o,49,Train
6ExUE6V95Tw,0,Train
6F72sXdZnG8,4,Train
6FQKuPSCNzo,370,Train
6FadBxm4dFM,30,Train
6Flj55tSIQE,90,Train
6Fmw-9gznFk,20,Train
6FtwZp-UG7g,30,Train
6Fv7nRVFbjw,59,Train
6FxfeQs5fdw,60,Train
6G11Ve9d1MQ,30,Train
6G8dCksWnCw,29,Train
6G8m3jHU_7k,408,Train
6GD0dWvfDc4,0,Train
6GEbyfICktA,15,Train
6GP7vMyZ6tc,0,Train
6GW2IJDwr6A,30,Train
6GX3MBwj2_M,0,Train
6GgjsPtp3G4,33,Train
6GjsjhAbXRo,20,Train
6GoWuxmiXRc,70,Train
6GsamqJ5tFU,75,Train
6HBz0_dKnJQ,80,Train
6HIZu2dZPZU,70,Train
6HRacLWJ5DI,30,Train
6HVkRJiezp8,0,Train
6HuIs2xW5kI,86,Train
6HwLn52j2Uw,364,Train
6I-qnJDbOcg,330,Train
6I1Zw5T91NQ,239,Train
6I70vXYHCC8,30,Train
6I9BFjKBjLY,37,Train
6IIYjhtDl9U,195,Train
6IMlkVOKxJw,32,Train
6IMlkVOKxJw,43,Train
6IXsJaSAxvM,80,Train
6IuPqvMQCqE,30,Train
6J1Ga0PoYjE,234,Train
6J3PTXoJLWY,68,Train
6J6X9PsAR5w,36,Train
6JPHKTjeGao,10,Train
6JUlqSNjzpg,38,Train
6JZYD1XSCUc,39,Train
6Ja2BJCtvio,184,Train
6JjiUUcl7Ms,46,Train
6K6ztX2H1Gk,30,Train
6KL6wMcpV74,19,Train
6KO3eMyEeOg,0,Train
6Kh1De57Tic,20,Train
6KROrnvX2mw,300,Train
6Kh1De57Tic,31,Train
6Ki7hCzhIg4,23,Train
6KiFICzs6UI,150,Train
6KqOZBDQRd0,80,Train
6KrZqvs-xAQ,22,Train
6KxTmSjFuEs,230,Train
6LIeOlFhIFI,30,Train
6LB-qRj_zW4,30,Train
6LR3WfbpP7k,11,Train
6LgN_ZHxZr8,12,Train
6Li-arE80iI,30,Train
6M-KwNAkJKM,227,Train
6M3Vhy4RhqE,142,Train
6M3Vhy4RhqE,58,Train
6M4vQCuhOSw,160,Train
6MBV8lTyBss,32,Train
6MBV8lTyBss,146,Train
6MPpMtLQeUw,62,Train
6MST-YckqQ0,180,Train
6MGoUZEILEA,60,Train
6MSgg1_0xnk,23,Train
6MSgg1_0xnk,46,Train
6M_JfKJxNVA,30,Train
6MsY4e2ddEY,31,Train
6MxUq79Dr4w,253,Train
6N2spJt3rJA,190,Train
6ND_4qypQ1k,33,Train
6ND_4qypQ1k,0,Train
6NLbCVK_YKI,30,Train
6NY0oTsJkaM,30,Train
6N_yIP3vUlU,0,Train
6NddnaXbig0,17,Train
6NddnaXbig0,29,Train
6Ne8a6eeg-8,9,Train
6Nj161WxSHg,40,Train
6NWyM2OlvlI,141,Train
6NpPjovJ9j8,29,Train
6NxeHScEnJE,0,Train
6ODACANcE7Q,221,Train
6OFDugcFz6o,22,Train
6OVZQAalfYA,86,Train
6OVZQAalfYA,102,Train
6OdeaNpOjhs,180,Train
6OiMNYnT2-I,23,Train
6PW79OESLtk,109,Train
6P6z2S6XLIs,264,Train
6Pn0l0aqQzQ,30,Train
6PuofNQZ6QA,90,Train
6Q7mmUYhlfM,230,Train
6QNi6IEr_PY,533,Train
6QbZVJTAtoo,15,Train
6QbZVJTAtoo,61,Train
6QiIy1mf47E,269,Train
6QmXVgqNchI,12,Train
6QmqdxUl814,30,Train
6Qn0J2F-qog,30,Train
6QoZ1I0Wr_Y,30,Train
6QvSd79Ocw8,30,Train
6R1-rgxnTLk,9,Train
6R5mqKlXGEU,204,Train
6R3130Gavjk,40,Train
6R8cO4ARzkY,30,Train
6RDljU755Xc,37,Train
6RIasus2hHY,280,Train
6RDljU755Xc,122,Train
6Rgf21wCXSo,74,Train
6Rgf21wCXSo,95,Train
6RpHvFfw1jo,110,Train
6RsBv4a823Q,30,Train
6S-sZOtCgVM,30,Train
6S0HyvI0jUw,18,Train
6SNrCLOe170,220,Train
6SOCAZFaP2g,33,Train
6SbU6lpm_EM,330,Train
6ShOqGWkxx4,30,Train
6Sny_-shK20,100,Train
6T1cyURwaKk,3,Train
6TAVSMDb4Dc,17,Train
6T4UegSckMk,237,Train
6TC-tDmSE88,30,Train
6TJj1t3obq8,2,Train
6TMkHmDqiHs,0,Train
6TR7uAODtiM,3,Train
6TSFDzGd3tE,70,Train
6TfUsLYGKas,39,Train
6To_0e56tXM,120,Train
6TrHR_Unihc,30,Train
6U1UM2ehgr0,100,Train
6U7iwRFsByw,30,Train
6UY-HKyolKk,30,Train
6UY6GuCy-vI,93,Train
6UY6GuCy-vI,76,Train
6UerRONbexQ,6,Train
6UgDdOh--W4,280,Train
6UlFvzUQvY0,2,Train
6UnOj0qI7uw,30,Train
6Upef-zCzLM,14,Train
6VQ_IbDvyhc,38,Train
6VSjuDF_hJw,201,Train
6UflQrrGE1M,6,Train
6VnTXiQLt6Q,30,Train
6VaVxroNGrQ,225,Train
6VpcBh1KPSM,1,Train
6VsI6Psae4Y,6,Train
6VsI6Psae4Y,104,Train
6WBduWZSJy4,450,Train
6W2VCgE6Rsk,72,Train
6WIPUATvzL4,1,Train
6WGRllHbRSs,30,Train
6WKXaNiiW5Y,30,Train
6WbiMzmlFvE,72,Train
6WVVnbu_7kc,42,Train
6WhP6XCfgnU,20,Train
6WkJJzqUc6Q,0,Train
6WvnAcFci50,28,Train
6WkJJzqUc6Q,66,Train
6X2cXR-SU5o,37,Train
6X2cXR-SU5o,24,Train
6X8X2Uitf9s,30,Train
6XJutbQLKHs,34,Train
6XJutbQLKHs,8,Train
6XWZ5rQM9Eg,450,Train
6XYpV4frkxI,17,Train
6Xerxyx8h1g,90,Train
6XqvgnAXTX4,30,Train
6XlRXXLBDJs,30,Train
6XwkRqJoffU,30,Train
6Y8wSI1l-Lw,30,Train
6Y9NbjGXBXk,65,Train
6Y9NbjGXBXk,84,Train
6YFQDoJwCzs,14,Train
6YS3ewiOBkU,7,Train
6YY81aszUTI,30,Train
6Yd9bB27ijw,60,Train
6YX9G_26jCA,0,Train
6Ye8lSKllsg,4,Train
6WcghSgKb9I,565,Train
6Yj7VOu1NHg,9,Train
6Yo0eeNFOSc,42,Train
6Yo0eeNFOSc,168,Train
6YvG7XQD7gE,40,Train
6YzN-EwSqLE,3,Train
6ZDqSPh5u20,22,Train
6ZFHKvvA9As,30,Train
6ZH7vq_GLnc,251,Train
6ZLQ78SdtBA,30,Train
6ZMLNmRGG6Q,28,Train
6ZatH-M5UVM,63,Train
6ZURao2lYCc,30,Train
6ZatH-M5UVM,85,Train
6ZhTqLWwdGA,190,Train
6ZhHHVsAnI4,18,Train
6ZiqMB3DZXw,161,Train
6Zj8Amxbzcw,110,Train
6ZoV_Nq2jSk,7,Train
6Zr2bIWkJeE,25,Train
6Zv0plJBWeA,7,Train
6Zykr6-hRLc,25,Train
6_59rMcE0os,10,Train
6ZzdrOutS8o,10,Train
6_6j_YrZhbQ,30,Train
6_8QwsZ_ci0,13,Train
6_8QwsZ_ci0,74,Train
6_gyxRkCk6Q,294,Train
6__LNSwyvSM,30,Train
6_iDL6w3GDE,32,Train
6_iMWY78Rak,2,Train
6_im8zT0Ji8,275,Train
6YoQl9RUrZ0,30,Train
6_zfIYVjhf0,304,Train
6_zfIYVjhf0,240,Train
6a2gTkw7ujU,37,Train
6a5b72cfSbk,39,Train
6aeTi0zVhEE,28,Train
6a5Kbcp2dKs,45,Train
6agTJDB5lno,20,Train
6auyvLVxKWg,4,Train
6auyvLVxKWg,28,Train
6aqANGm6Uu0,66,Train
6axs0nGKcss,0,Train
6bIZ8Sy6-l4,3,Train
6bIZ8Sy6-l4,158,Train
6bPi2s_0fXs,0,Train
6bet__QZKXE,0,Train
6b_S-IHT41s,150,Train
6boBtYqUe9c,30,Train
6buJmOlT6lc,99,Train
6bgo83MPBwI,0,Train
6c25y1tD_FM,170,Train
6cC3whgJl_4,30,Train
6cHE6AjhcMw,81,Train
6cL4EnBxGXw,30,Train
6cHE6AjhcMw,63,Train
6cZ-NaYHxNk,3,Train
6cWUleMIxMA,11,Train
6cZ-NaYHxNk,59,Train
6cp2Ul7Fltc,178,Train
6cx8EkF3ygU,0,Train
6cp2Ul7Fltc,190,Train
6d-nVqN4yZo,400,Train
6d7g82FC0TM,71,Train
6dH2EKdWjcc,21,Train
6dIp4kd2Rbw,21,Train
6dIp4kd2Rbw,71,Train
6dPqlecIYAQ,6,Train
6dBlHaIaw9s,0,Train
6dXIW_3S33U,10,Train
6dcZ3e9MwbQ,29,Train
6ddsaamXhps,30,Train
6dgTnGDYiZc,9,Train
6e5Xcu3GPMc,162,Train
6e5Xcu3GPMc,53,Train
6e2YTZikdj4,2,Train
6eGiZK78nPw,131,Train
6eNYOWa29WA,1,Train
6eRAzL2l_9s,34,Train
6eSAtvhLJTE,45,Train
6ehfIUwft3U,30,Train
6fMb-K4G1Ws,28,Train
6fHON7UQV48,364,Train
6fPZyZYwnTI,38,Train
6fMb-K4G1Ws,17,Train
6fQqyrMAuFI,500,Train
6ffdFocLd64,30,Train
6fyiIOmGNf4,30,Train
6g7YPmqEbxw,340,Train
6g5LLwcm2-Q,51,Train
6gOHwnyGmWo,160,Train
6gThRFAhpVA,1,Train
6gc3qUeuSCo,38,Train
6goK0XQpOl8,30,Train
6goxuujVo38,145,Train
6goxuujVo38,808,Train
6hG6465r0dQ,11,Train
6hKI7NSQ3_U,4,Train
6hKI7NSQ3_U,44,Train
6h4vHDNDjWE,30,Train
6hZQHsHfuSo,175,Train
6hlkMqrLWEg,404,Train
6hmTfXp7tts,15,Train
6hoRMFfgewY,30,Train
6hsxQ-SR16s,18,Train
6ipXxuF-BBk,1,Train
6iQ2TiFQziA,100,Train
6ieXDFjLKNo,230,Train
6iqqZGqhW68,30,Train
6iuC1VLuP58,85,Train
6j1xNdRBUtA,74,Train
6jLQ217JnSo,29,Train
6iwE6_Q7Mi8,166,Train
6jeKcfkacNA,15,Train
6jeKcfkacNA,27,Train
6jku05EMKFs,1,Train
6joNT0PHwuY,527,Train
6joNT0PHwuY,543,Train
6jy7Ke-65QY,146,Train
6jy7Ke-65QY,156,Train
6k81BJgTPzk,28,Train
6kNyKHHbQUQ,30,Train
6kSYs4xk4PM,65,Train
6k_0nKWu7bA,0,Train
6kc-QlgB6Kw,210,Train
6kdOfhhoXc8,70,Train
6k_zKy-6O9U,96,Train
6kdiESHOO3w,30,Train
6k_0nKWu7bA,20,Train
6ki2CAoZJHM,189,Train
6kofP5LGVoU,30,Train
6kw3SHzQuB4,30,Train
6l0sxqfnaFI,5,Train
6l7XVdA5XQk,11,Train
6kvgv6563AI,30,Train
6l9mH3MMHYE,23,Train
6l9zOPdBpBs,30,Train
6kpw3Hv3Heo,200,Train
6lSMVCUxmBM,20,Train
6lZLgErw8IA,17,Train
6lpHzj8Ba6U,490,Train
6m-c0zo3Obk,4,Train
6m-c0zo3Obk,16,Train
6m9XPOKgWE0,20,Train
6mEVsmeDknA,30,Train
6mPvQKd4Rms,2,Train
6mYS0LT79ZI,10,Train
6m_tUUurOlQ,280,Train
6m_tUUurOlQ,292,Train
6mtnv7SDQqw,145,Train
6mtnv7SDQqw,7,Train
6nHSnOJdv4I,30,Train
6nUBZr30yco,110,Train
6ne6uXzUO8Y,30,Train
6nh77H89RzI,0,Train
6npWKOJG10w,21,Train
6nw7Fuu2_d0,20,Train
6kM8ALwaAQg,40,Train
6nyoof_Pm8U,98,Train
6oA3UV61miU,55,Train
6oT-HRBD0es,380,Train
6odBQkTkuto,30,Train
6ofY6-VsU5c,283,Train
6p28dgDY7YE,89,Train
6p28dgDY7YE,148,Train
6pXSuZOls2U,94,Train
6pUBtNeuWrY,132,Train
6pdFTvVVVyU,50,Train
6peZ0_VU4mI,0,Train
6pbCr577RI0,4,Train
6pl7BNXQYYc,51,Train
6pl7BNXQYYc,87,Train
6pn1VjTGBho,260,Train
6ptv5WYOzoI,23,Train
6q1I7THtd8w,330,Train
6pwSv6lhXpw,73,Train
6ptQmRAKat0,30,Train
6q2g2j_tkPs,6,Train
6q7F83-on2A,14,Train
6qBwh-deQFA,0,Train
6qN-oqZwgtA,560,Train
6qQnTxbTTx8,30,Train
6qil4mTsDnY,1,Train
6qmirgfq2LI,2,Train
6qtIvxTeL1c,30,Train
6quwCbFveGc,495,Train
6r2ySrCzqEQ,20,Train
6r7uZqTv6e4,70,Train
6r8WZBHFvaU,30,Train
6r7CGHNWot8,2,Train
6rDbsJXXIn0,2,Train
6quwCbFveGc,590,Train
6rDbsJXXIn0,24,Train
6rI4If947Bo,110,Train
6rS7RvJFyBU,19,Train
6oHl1WlU7LA,1,Train
6rS7RvJFyBU,52,Train
6rkigce_m8o,82,Train
6resAnZWrkk,930,Train
6rkigce_m8o,110,Train
6rlxQfCLLlQ,185,Train
6rq30Ie8Ttk,20,Train
6rlxQfCLLlQ,265,Train
6rtaNO8IxNg,41,Train
6rxYuIM6tH8,94,Train
6s0ydfe8lVk,13,Train
6sDLBu92Qh4,395,Train
6sEjETtEWRw,44,Train
6sQnZuxAAN0,30,Train
6szj2m7S46g,30,Train
6t9R8V0HNXM,30,Train
6sEjETtEWRw,72,Train
6tHETOlLjmg,30,Train
6sRQnpEEQ0E,390,Train
6tV0viL6WPo,190,Train
6teGEV45YTo,30,Train
6u1iKKh_9CQ,30,Train
6uDv3CFjq2A,40,Train
6uP4ywRnVrY,40,Train
6u_CZHfvlWQ,280,Train
6ug5y7-FZ1Q,8,Train
6uh0fhpVKY4,45,Train
6ulhpK2M3iM,701,Train
6uxFXWS8xvw,20,Train
6v2F4dQx16A,50,Train
6v3UI7HbprE,30,Train
6vGvX-CjJ50,7,Train
6vQDIoGENoo,69,Train
6vfqtuV6Law,48,Train
6vfqtuV6Law,5,Train
6vfrTvRKSvg,40,Train
6vm4NmnxZf4,133,Train
6vqS6Mb9qCs,34,Train
6w6uwabI5xA,55,Train
6wCxH9BQ1pY,124,Train
6wJd7WKgXKo,30,Train
6wL-adNA0x4,0,Train
6wNFd6qOl2U,290,Train
6wRJg4fbELE,196,Train
6wT_ue9F-OU,20,Train
6wWMxShmXnE,460,Train
6wd7xuHEmaw,64,Train
6wmPUN9O4V0,30,Train
6wpifZcwOJU,23,Train
6wyu8-VSzcw,8,Train
6wz8A1tSwI8,28,Train
6x5XiqyBGfI,1,Train
6xFiLx5gRzc,30,Train
6xL7BK7WeMU,1,Train
6xNjvLpKhrw,200,Train
6xZZQ9muKZI,24,Train
6xgTrufXcCM,17,Train
6xgTrufXcCM,126,Train
6yAEiN45E8A,6,Train
6yQfm_rbfoQ,30,Train
6xr-djCWDdQ,191,Train
6yTVnzEQsZ4,287,Train
6y_53wPp4xo,130,Train
6yko25cRB20,20,Train
6ymNnV4x7K8,5,Train
6yoSHXDrbUg,180,Train
6z7yc8QBgOI,60,Train
6z8YYkXa0rs,100,Train
6zBx3LCZr_Y,70,Train
6zE-qhjy_Y4,30,Train
6zFHShr6nNI,32,Train
6zIM8ZcO1ks,30,Train
6zKbWxPLgW0,152,Train
6zQYJpQ-zg8,18,Train
6zTszR6wgys,200,Train
6zW4BGEx0Bw,40,Train
6zXSqMMTUPM,27,Train
6zZZFHc0YmU,70,Train
6zXSqMMTUPM,74,Train
6zcHUBwYQ0w,0,Train
6zc2QZGNjRw,75,Train
6zgSdvcRt0w,320,Train
6zlXQJrd2Iw,117,Train
6zlXQJrd2Iw,136,Train
6zxBGyCPbFA,39,Train
6zzDOFmpHRY,20,Train
7-3VvIbVJ7M,80,Train
7-8Hb1k0Yw4,400,Train
7-BfIG0TKi0,88,Train
7-HytRFNghM,35,Train
7-EwtZ7nC2w,40,Train
7-axZbtiq08,250,Train
7-bG394pYps,20,Train
7-cwJ2XWt88,242,Train
7-f-6bBTI-0,20,Train
7-x-9e9iNj8,70,Train
7-z44NWB-84,170,Train
70DoPg9E_Bw,25,Train
7-yrq880P8Y,30,Train
70DoPg9E_Bw,37,Train
70EYv6ihyhQ,30,Train
70SPdo2CwvM,30,Train
70Sd8h3XXvU,14,Train
70iJGxT-fJM,30,Train
7-cwJ2XWt88,117,Train
70mITfwTb24,18,Train
70nCbvQsb5o,31,Train
70nCbvQsb5o,57,Train
70rljq60zaw,70,Train
70sdBf2u4ZU,30,Train
70nxwCv5v6Y,80,Train
70vLTmBE-74,13,Train
70x7Tp7v-SE,247,Train
70zcv06HjpA,30,Train
7198ke5H4vg,253,Train
71HRZeeOrX8,80,Train
71R5F4BsLMA,9,Train
71R5F4BsLMA,43,Train
71T8pe3yPTQ,47,Train
71jm_kaOO08,30,Train
71q1MeQIFaQ,120,Train
71e1lrbt1WA,79,Train
71zRGF67ui4,55,Train
725qnkwJy6E,31,Train
72FhQmbAqT4,310,Train
72PASyRJ8es,68,Train
72VlLtNRK-k,0,Train
72Wy3DyRweM,30,Train
72X7reFSveg,30,Train
72XQMYgxhCc,67,Train
72dZyTSYpZE,0,Train
72xXmHywaaM,362,Train
72zaiYtRhkY,2,Train
72zaiYtRhkY,100,Train
73KLTq7YHlI,22,Train
73MhTEyv3W4,4,Train
73XPzBu7DhE,29,Train
72xXmHywaaM,94,Train
73XPzBu7DhE,84,Train
73cfZ0ugMkc,2,Train
73dn2vV49e4,30,Train
73jR8wkpTt8,30,Train
73y1sNZvyDs,28,Train
74-4DWg8xxk,4,Train
7406zy-Ztmk,83,Train
74C71EppXls,329,Train
74JO3dAqd9k,110,Train
74WEY2JK6ps,511,Train
74zHOSTI99g,42,Train
750cYbJkmZI,10,Train
757Wj3J-gXk,240,Train
75Kjbwt4K7s,102,Train
75PJeJ2hGcw,30,Train
75R7qQFzuqM,260,Train
75VZ0sdlJ28,500,Train
75UL4bTnTRs,40,Train
75VpWvcmMec,150,Train
75WoF2nkGVQ,29,Train
75izBtLp20w,3,Train
75oAYv_6LGI,25,Train
75p0tFYI2S8,276,Train
75p4E_unNLA,23,Train
75p4E_unNLA,180,Train
75tY7oGM6Pk,206,Train
75xWhOguEw4,0,Train
7650YDoqnSM,2,Train
